OBJECTID,abiebals_FS,abiebals_NHP,fagugran_FS,fagugran_NHP,fraxamer_FS,fraxamer_NHP,fraxnigr_FS,fraxnigr_NHP,fraxpenni_FS,fraxpenni_NHP,pinustro_FS,pinustro_NHP,querrubr_FS,querrubr_NHP,tsugcana_FS,tsugcana_NHP
802,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
803,2,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0
804,1,0,4,1,1,0,1,0,1,0,1,0,1,0,1,0
805,1,0,3,1,2,1,1,0,1,0,1,0,2,1,1,0
806,1,0,4,1,1,0,1,0,1,0,1,0,1,0,1,0
807,3,0,1,0,1,0,1,1,1,0,5,0,1,0,2,0
808,1,0,4,1,2,0,1,0,1,0,1,0,1,0,2,0
809,1,1,2,1,4,1,1,1,1,0,1,1,1,0,2,1
810,3,1,1,0,1,0,1,0,1,0,5,1,1,0,1,1
811,4,0,1,1,1,0,1,0,1,0,2,0,1,0,1,0
812,2,0,1,0,1,0,1,0,1,0,3,1,2,0,2,0
813,2,1,4,0,1,1,1,0,1,0,1,1,1,0,3,0
814,1,0,3,1,1,1,1,0,1,0,1,0,1,0,3,0
815,1,0,2,0,2,1,1,0,1,0,1,0,1,0,1,0
816,2,0,4,1,1,1,1,0,1,0,1,0,1,0,1,0
817,1,0,4,1,1,0,1,0,1,0,1,0,1,0,2,0
818,4,1,1,0,1,0,1,1,1,0,2,1,1,0,2,0
819,2,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0
820,1,0,3,1,1,1,1,0,1,0,1,1,1,1,1,1
821,1,0,2,1,2,1,1,0,1,0,1,1,2,1,1,1
822,1,0,4,1,2,1,1,0,1,0,1,0,1,0,1,0
823,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1
824,3,1,1,1,1,0,1,0,1,0,2,0,1,0,1,1
825,2,1,3,0,1,0,1,0,1,0,1,1,1,0,2,1
826,1,0,3,1,3,1,1,0,1,0,1,0,1,0,2,1
827,5,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
828,1,0,3,1,2,1,1,0,1,0,1,0,2,1,3,1
829,2,1,1,1,1,1,1,0,1,0,1,1,1,1,2,1
830,3,0,1,0,1,0,1,0,1,0,3,0,1,0,2,1
831,2,0,1,1,1,1,1,1,1,0,4,1,1,1,3,1
832,1,0,1,1,1,1,1,0,1,0,3,1,2,1,3,1
833,1,0,1,1,1,0,1,0,1,0,5,0,1,1,1,1
834,1,0,1,0,1,1,1,0,1,0,2,1,1,0,1,1
835,1,0,2,1,3,1,1,0,1,0,3,0,1,0,3,0
836,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
837,1,0,1,1,1,1,1,0,2,0,1,0,1,0,1,1
838,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
839,5,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
840,1,0,2,1,2,1,1,0,1,0,1,1,1,0,3,1
841,1,0,2,1,1,1,2,0,1,0,2,0,1,1,2,1
842,1,0,1,0,4,0,1,0,1,0,4,0,2,0,2,0
843,1,0,1,0,1,1,1,0,1,0,1,0,1,1,3,0
844,1,0,1,1,1,0,4,0,1,0,1,1,1,1,1,1
845,1,0,4,1,1,1,1,0,1,0,1,1,1,1,1,1
846,1,0,4,1,4,1,1,1,1,0,2,1,2,1,1,1
847,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
848,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
849,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,1
850,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
851,1,0,2,1,1,1,1,0,1,0,1,1,2,0,3,1
852,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0
853,3,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0
854,1,0,1,0,1,1,1,1,1,0,4,0,1,0,1,1
855,1,0,1,0,1,0,1,0,1,0,2,0,1,1,3,1
856,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
857,3,0,1,1,1,1,1,0,1,0,2,0,1,0,4,0
858,2,0,2,1,2,1,1,0,1,0,1,0,1,1,2,1
859,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0
860,1,0,1,1,1,1,1,0,1,0,3,1,2,1,3,0
861,1,0,1,0,1,1,1,0,1,0,4,0,2,1,3,1
862,1,0,1,1,3,1,1,0,2,0,2,0,1,0,2,0
863,2,0,1,1,1,1,2,0,1,0,4,0,1,1,2,1
864,4,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0
865,1,0,3,1,2,1,1,0,1,0,2,1,1,1,3,1
866,1,0,4,0,4,1,1,0,1,0,2,0,2,1,1,0
867,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
868,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
869,1,0,1,1,3,1,1,0,1,0,1,1,2,1,1,1
870,1,1,1,0,1,1,1,1,2,1,1,1,1,0,1,1
871,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
872,1,0,1,0,1,1,1,0,1,0,2,1,1,1,2,1
873,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
874,1,0,2,0,3,0,1,1,1,0,3,0,3,0,2,1
875,2,0,1,1,1,1,1,0,1,0,3,0,2,0,2,0
876,2,1,1,1,1,0,1,1,1,0,3,1,1,0,3,1
877,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
878,2,0,1,0,2,0,1,1,1,0,2,0,1,1,2,1
879,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
880,1,0,4,1,1,1,1,0,1,0,1,0,1,1,1,1
881,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1
882,1,0,1,0,2,1,1,0,1,0,1,0,1,0,3,0
883,1,0,1,0,1,1,1,1,2,0,1,1,1,0,1,1
884,1,0,1,1,1,1,1,0,1,0,4,0,1,0,2,0
885,1,0,1,1,1,1,1,1,2,0,1,1,2,1,1,1
886,1,1,4,1,1,1,1,0,1,0,1,0,1,0,1,1
887,1,0,2,1,4,1,1,0,1,0,1,0,1,0,1,0
888,1,0,2,1,2,1,1,0,1,0,2,0,3,1,1,0
889,1,0,1,0,1,1,1,1,1,0,1,0,1,1,2,0
890,1,0,2,0,3,1,1,0,1,0,1,0,2,0,1,0
891,1,0,1,0,2,1,1,0,1,0,3,1,1,1,2,1
892,3,0,1,0,1,0,1,0,1,0,2,0,1,0,2,0
893,1,0,1,1,1,1,1,0,1,0,1,0,2,0,4,0
894,1,0,1,1,1,1,1,0,1,0,3,0,3,1,2,1
895,1,0,1,0,2,1,1,0,1,0,3,0,1,0,2,0
896,1,0,1,0,2,1,1,1,1,1,2,0,1,0,1,0
897,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
898,1,0,2,0,2,0,1,1,1,0,1,1,1,0,3,0
899,1,0,1,1,1,1,2,0,1,0,1,0,1,0,2,0
900,1,0,2,1,2,0,1,0,1,0,1,0,1,0,3,1
901,2,0,1,0,2,0,1,1,1,0,2,0,1,0,2,0
902,2,1,1,0,1,0,2,1,1,0,1,1,1,0,1,0
903,1,0,2,1,2,0,1,0,1,0,1,0,1,0,1,0
904,1,0,2,0,3,0,1,1,1,0,1,0,1,0,1,0
905,1,0,3,1,1,1,1,0,1,0,1,0,1,0,1,1
906,1,0,3,1,2,0,1,0,1,0,1,0,1,0,1,0
907,1,0,4,1,2,0,1,0,1,0,1,0,1,0,2,0
908,1,1,2,1,2,0,1,1,1,0,1,0,1,0,1,0
909,1,0,2,1,2,0,1,0,1,0,1,0,1,0,1,0
910,2,1,1,0,1,0,2,1,1,1,1,0,1,0,1,0
911,1,0,3,1,1,0,1,1,1,0,1,0,1,0,1,0
912,2,0,4,1,1,1,1,1,1,0,1,0,1,0,1,1
913,3,1,1,1,1,0,1,0,1,0,1,1,1,0,2,1
914,2,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0
915,1,1,1,0,1,0,2,1,1,0,1,0,1,0,1,1
916,1,0,1,0,2,0,2,1,1,0,3,0,1,0,2,0
917,1,0,3,1,1,0,1,0,1,0,1,0,1,0,1,0
918,1,0,4,0,2,0,1,0,1,0,1,0,1,0,1,0
919,2,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1
920,1,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0
921,1,0,3,1,1,1,1,0,1,0,1,0,1,0,1,0
922,1,0,1,1,2,0,1,0,1,0,1,0,1,0,1,0
923,2,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0
924,1,0,3,1,2,1,1,0,1,0,1,0,1,0,1,0
925,3,0,1,0,1,0,1,1,1,0,2,0,1,0,1,0
926,2,0,4,0,1,0,1,0,1,0,1,0,1,0,2,0
927,3,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0
928,1,0,2,1,2,0,1,0,1,0,1,0,1,0,1,0
929,1,1,1,0,1,0,1,1,1,0,2,0,1,0,1,0
930,1,0,1,0,2,0,1,0,1,0,2,0,1,0,1,0
931,2,0,2,1,1,1,1,0,1,0,1,0,1,0,1,0
932,3,0,2,1,1,0,1,0,1,0,1,0,1,0,3,0
933,1,0,5,1,1,1,1,0,1,0,1,0,2,0,1,0
934,1,0,3,1,1,1,1,0,1,0,1,0,1,0,2,1
935,,0,,0,,0,,0,,0,,0,,0,,0
936,3,0,1,0,3,0,2,1,1,0,1,0,1,0,2,1
937,1,0,3,1,3,1,1,0,1,0,1,0,1,0,2,1
938,1,0,4,1,4,1,1,0,1,0,1,0,1,0,1,0
939,3,1,2,1,2,1,1,1,1,0,1,1,1,1,1,1
940,2,1,1,1,1,0,1,0,1,0,4,0,1,0,1,1
941,1,0,5,1,1,0,1,0,1,0,1,0,1,0,1,0
942,3,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0
943,3,0,1,0,1,0,1,1,1,0,2,0,1,0,1,1
944,1,0,2,1,1,0,1,0,1,0,1,0,1,0,2,0
945,1,0,1,1,1,0,1,1,1,0,1,0,1,0,3,0
946,1,0,2,0,2,0,1,0,1,0,1,0,1,0,3,0
947,1,0,2,1,2,1,1,0,1,0,1,0,1,0,1,0
948,2,0,3,0,1,0,1,0,1,0,1,0,1,0,2,0
949,2,0,1,0,1,0,1,1,1,0,2,0,1,0,1,0
950,1,0,4,1,3,1,1,0,1,0,1,0,1,0,2,1
951,3,0,1,1,3,1,2,0,1,0,1,0,1,0,2,0
952,3,1,2,1,1,1,1,1,1,0,1,1,1,0,1,1
953,1,0,2,1,2,1,1,0,1,0,1,0,1,0,1,0
954,1,0,4,0,1,1,1,0,1,0,1,1,1,1,1,1
955,3,0,1,0,3,0,2,0,1,0,1,0,1,0,2,0
956,3,0,2,0,1,0,1,0,1,0,1,0,1,0,3,0
957,1,0,3,1,4,0,1,0,1,0,1,0,1,0,1,0
958,1,0,3,1,2,0,1,0,1,0,1,0,1,0,1,1
959,1,0,1,1,1,0,1,0,1,0,1,0,2,0,5,0
960,1,0,4,1,3,0,3,1,1,0,1,0,1,0,1,0
961,1,0,1,0,1,1,1,0,1,0,2,0,2,0,4,0
962,1,0,2,1,2,1,1,0,1,0,1,0,1,0,1,1
963,3,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1
964,1,0,4,1,1,0,1,0,1,0,1,0,1,0,1,0
965,1,0,1,1,2,0,1,0,1,0,1,0,1,0,2,0
966,1,1,2,1,4,1,1,0,1,0,1,0,1,0,1,0
967,1,0,3,1,3,1,1,1,1,0,1,0,4,1,1,0
968,1,0,3,1,2,0,1,0,1,0,1,0,1,0,1,0
969,1,0,2,1,2,1,1,0,1,0,1,0,1,0,1,0
970,1,0,2,1,2,1,1,0,1,0,1,0,1,0,1,0
971,1,0,2,1,2,1,1,1,1,0,1,0,1,1,1,0
972,4,1,1,0,1,0,1,0,1,0,2,1,1,0,1,0
973,1,0,3,1,4,0,1,0,1,0,1,0,1,0,1,0
974,1,0,4,1,2,0,1,0,1,0,1,0,1,0,1,0
975,1,1,3,1,3,0,1,0,1,1,1,0,1,0,2,0
976,1,0,3,1,3,1,1,1,1,0,1,0,1,1,1,0
977,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0
978,1,0,2,1,1,1,1,1,1,0,1,0,1,0,1,0
979,1,0,5,1,2,0,1,0,1,0,1,0,1,0,1,0
980,2,0,1,0,1,0,3,1,1,0,1,0,1,0,1,0
981,2,,1,,1,,1,,1,,2,,1,,1,
982,1,0,1,0,2,0,1,1,1,0,1,0,2,0,3,1
983,1,0,1,1,1,1,1,1,1,0,4,1,2,0,2,1
984,1,0,1,0,1,0,1,1,1,0,2,1,1,0,1,0
985,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
986,1,0,1,0,2,0,1,0,1,0,3,0,1,0,2,0
987,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
988,1,0,1,1,1,1,1,0,1,0,2,0,2,0,1,0
989,2,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1
990,1,0,1,1,3,1,1,0,1,0,4,1,1,1,2,1
991,1,0,1,0,1,0,1,1,1,0,2,0,1,0,1,0
992,1,0,2,1,2,1,1,0,1,0,1,0,1,0,1,0
993,1,0,2,1,4,1,1,0,1,0,1,0,1,0,1,0
994,1,0,2,0,2,0,1,0,1,0,1,0,1,0,3,0
995,1,1,2,1,2,0,1,0,1,0,1,0,1,0,1,1
996,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
997,2,0,1,0,2,0,1,0,1,0,3,0,1,0,1,0
998,2,1,1,0,1,0,1,1,1,0,4,1,1,0,3,0
999,1,0,1,0,2,1,1,0,1,0,2,0,1,0,1,0
1000,1,1,1,0,3,0,1,1,1,1,2,1,2,0,3,1
